qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R2gakkaA-029,R2gakkaA,knowledge,3,躯体,アスファルト舗装,R2年度,,0,,,R2 学科A No.29,,"道路のアスファルト舗装における表層・基層の施工に関する次の記述のうち, 適当でないものはどれか。","横継目の施工にあたっては,既設舗装の補修・延伸の場合を除いて,下層の継目の上に上層の 継目を重ねないようにする。","アスファルト混合物の二次転圧で荷重,振動数及び振幅が適切な振動ローラを使用する場合 は,タイヤローラよりも少ない転圧回数で所定の締固め度が得られる。","改質アスファルト混合物の舗設は,通常の加熱アスファルト混合物に比べて,より高い温度で 行う場合が多いので,特に温度管理に留意して速やかに敷き均す。","寒冷期のアスファルト舗装の舗設は,中温化技術を使用して混合温度を大幅に低減させること により混合物温度が低下しても良好な施工性が得られる。",,選択肢1. 横継目の施工にあたっては、既設舗装の補修・延伸の場合を除いて、下層の継目の上に上層の継目を重ねないようにする。〇適当です。横継目の施工は、下層と上層の継目を重ねないことが原則です。これは、継目部分の強度低下を防ぐためです。,選択肢2. アスファルト混合物の二次転圧で荷重、振動数及び振幅が適切な振動ローラを使用する場合は、タイヤローラよりも少ない転圧回数で所定の締固め度が得られる。〇適当です。振動ローラは、締固め効果が高いだけでなく、作業効率も向上させます。,選択肢3. 改質アスファルト混合物の舗設は、通常の加熱アスファルト混合物に比べて、より高い温度で行う場合が多いので、特に温度管理に留意して速やかに敷き均す。〇適当です。改質アスファルト混合物は、通常の加熱アスファルト混合物に比べて、より高い温度で舗設することが一般的です。,選択肢4. 寒冷期のアスファルト舗装の舗設は、中温化技術を使用して混合温度を大幅に低減させることにより混合物温度が低下しても良好な施工性が得られる。×不適当です。寒冷期のアスファルト舗装の舗設では、中温化技術を使用することがありますが、混合温度を大幅に低減させるものではありません。,,D,１→設問通りです。横継目の施工にあたっては、下層の継目の上に上層の継目を重ねてはなりません。継ぎ目は、弱点となるので、表層と基層の継目はずらして施工します。２→設問通りです。アスファルト混合物の二次転圧は、タイヤローラか振動ローラを使用することが一般的です。振動ローラは、タイヤローラよりも少ない転圧回数で所定の締固め度が得られます。３→設問通りです。改質アスファルト混合物の舗設は、舗設温度が高く冷却が速い特徴があります。そのため、特に温度管理に留意して速やかに敷き均します。４→誤りです。寒冷期のアスファルト舗装の舗設は、中温化技術を使用して混合温度を30℃程度低減させるだけです。大幅に低減させ,,published,2026-02-14T18:04:32
R2gakkaA-030,R2gakkaA,knowledge,3,躯体,アスファルト舗装,R2年度,,0,,,R2 学科A No.30,,"道路のアスファルト舗装における補修工法に関する次の記述のうち,適当でないものは どれか。","打換え工法で既設舗装の切削作業を行う場合には,地下埋設物占有者の立会を求めて,あらか じめ試験掘りを行うなどして位置や深さを確認するとよい。","路上表層再生工法でリミックス方式による場合,再生表層混合物は,既設混合物が加熱されて 温度が低下しにくいため温度低下してから初転圧を行う。","切削オーバーレイ工法で施工する場合は,切削屑をきれいに除去し,特に切削溝の中に切削屑 などを残さないようにする。","打換え工法で表層を施工する場合は,平たん性を確保するために,ある程度の面積にまとめて から行うことが望ましい。",,選択肢1. 打換え工法で既設舗装の切削作業を行う場合には、地下埋設物占有者の立会を求めて、あらかじめ試験掘りを行うなどして位置や深さを確認するとよい。〇適当です。地下埋設物を損傷するリスクを軽減するため、あらかじめ試験掘りを行うなどして位置や深さを確認する必要があります。,選択肢2. 路上表層再生工法でリミックス方式による場合、再生表層混合物は、既設混合物が加熱されて温度が低下しにくいため温度低下してから初転圧を行う。×不適当です。温度低下してからではなく、所定の温度範囲内で初転圧を行う必要があります。,選択肢3. 切削オーバーレイ工法で施工する場合は、切削屑をきれいに除去し、特に切削溝の中に切削屑などを残さないようにする。〇適当です。切削屑が残っていると、舗装の密着性が低下し早期の破損につながる可能性があるためです。,選択肢4. 打換え工法で表層を施工する場合は、平たん性を確保するために、ある程度の面積にまとめてから行うことが望ましい。〇適当です。一度に広い面積を施工することで、均一な仕上がり面を得ることができます。,,B,１． 設問の通りです。打換え工法で既設舗装の切削作業を行う場合には、下水、ガス、電気等地下埋設物占有者の立会を求めて、あらかじめ試験掘りを行うなどして位置や深さを確認するとよいです。図面では実際の位置と異なる場合があるため、試掘し、実際の位置を確認することが重要です。２．不適当です。旧舗装混合物と新規混合物を路上で混合し、敷きならし、転圧を行うことをリミックス方式といいます。リミックス方式では、再生表層混合物は、敷き均し後、速やかに転圧を行います。３．設問の通りです。切削オーバーレイ工法で施工する場合は、切削屑をきれいに除去し、特に切削溝の中に切削屑などを残さないようにする必要があります。４．,,published,2026-02-14T18:04:32
R2gakkaA-031,R2gakkaA,knowledge,3,躯体,アスファルト舗装,R2年度,,0,,,R2 学科A No.31,,"道路のポーラスアスファルト混合物の舗設に関する次の記述のうち,適当でないものは どれか。","表層又は表・基層にポーラスアスファルト混合物を用い,その下の層に不透水性の層を設ける 場合は,不透水性の層の上面の勾配や平たん性の確保に留意して施工する。","ポーラスアスファルト混合物は,粗骨材が多いのですりつけが難しく,骨材も飛散しやすいの で,すりつけ最小厚さは粗骨材の最大粒径以上とする。","ポーラスアスファルト混合物の締固めでは,所定の締固め度を,初転圧及び二次転圧のロード ローラによる締固めで確保するのが望ましい。","ポーラスアスファルト混合物の仕上げ転圧では,表面のきめを整えて,混合物の飛散を防止す る効果も期待して,コンバインドローラを使用することが多い。",,選択肢1. 表層又は表・基層にポーラスアスファルト混合物を用い、その下の層に不透水性の層を設ける場合は、不透水性の層の上面の勾配や平たん性の確保に留意して施工する。〇適当です。雨水をスムーズに排水させるため、不透水性の層の上面の勾配や平たん性の確保に留意して施工する必要があります。,選択肢2. ポーラスアスファルト混合物は、粗骨材が多いのですりつけが難しく、骨材も飛散しやすいので、すりつけ最小厚さは粗骨材の最大粒径以上とする。〇適当です。ポーラスアスファルト混合物は、すりつけ最小厚さは粗骨材の最大粒径以上とします。,選択肢3. ポーラスアスファルト混合物の締固めでは、所定の締固め度を、初転圧及び二次転圧のロードローラによる締固めで確保するのが望ましい。〇適当です。所定の締固め度を、初転圧及び二次転圧の適切な締固めを行うことで、ポーラスアスファルト混合物の耐久性を高めることができます。,選択肢4. ポーラスアスファルト混合物の仕上げ転圧では、表面のきめを整えて、混合物の飛散を防止する効果も期待して、コンバインドローラを使用することが多い。×不適当です。コンバインドローラを使用することが多いといった記述が誤りです。タイヤローラー、ロードローラーを使用することが多いです。,,D,ポーラスアスファルト舗装は、ポーラスアスファルト混合物を表層あるいは表層・基層に用いる舗装で、高い空隙率（2％程度；通常の密粒度混合物は4％程度）を有することから、雨水を路面下にすみやかに浸透させる機能や、雨天時の視認性を向上させる機能、車両走行による交通騒音を低減させる機能を有しています。１． .設問の通りです。表層又は表・基層にポーラスアスファルト混合物を用い、その下の層に不透水性の層を設ける場合は、不透水性の層の上面の勾配や平たん性の確保に留意して施工します。２．設問の通りです。ポーラスアスファルト混合物は、粗骨材が多いのですりつけが難しく、骨材も飛散しやすいので、すりつけ最小厚さは粗骨,,published,2026-02-14T18:04:32
R2gakkaA-032,R2gakkaA,knowledge,3,躯体,特殊舗装,R2年度,,0,,,R2 学科A No.32,,"道路のコンクリート舗装に関する次の記述のうち,適当でないものはどれか。",普通コンクリート版の施工では、コンクリートの敷均しは、鉄網を用いる場合は2層で、鉄網を用いない場合は1層で行う。,"コンクリート舗装の初期養生は,コンクリート版の表面仕上げに引き続き行い,後期養生がで きるまでの間,コンクリート表面の急激な乾燥を防止するために行う。",連続鉄筋コンクリート版の施工では、コンクリートの敷均しと締固めは鉄筋位置で2層に分けて行い、コンクリートが十分にいきわたるように締め固めることが重要である。,"転圧コンクリート版の施工では,コンクリートは,舗設面が乾燥しやすいので,敷均し後でき るだけ速やかに,転圧を開始することが重要である。",,選択肢1. 普通コンクリート版の施工では、コンクリートの敷均しは、鉄網を用いる場合は2層で、鉄網を用いない場合は1層で行う。〇適当です。普通コンクリート版の施工では、コンクリートの敷均しは、鉄網を用いる場合は2層で、鉄網を用いない場合は1層で行います。,選択肢2. コンクリート舗装の初期養生は、コンクリート版の表面仕上げに引き続き行い、後期養生ができるまでの間、コンクリート表面の急激な乾燥を防止するために行う。〇適当です。本文の内容は、コンクリートの強度発現を促進し、ひび割れを防ぐために重要です。,選択肢3. 連続鉄筋コンクリート版の施工では、コンクリートの敷均しと締固めは鉄筋位置で2層に分けて行い、コンクリートが十分にいきわたるように締め固めることが重要である。×不適当です。連続鉄筋コンクリート版の施工は、2層に分けて行うとコールドジョイントが生じる恐れがあるため、コンクリートの敷均しと締固めは1層で行います。,選択肢4. 転圧コンクリート版の施工では、コンクリートは、舗設面が乾燥しやすいので、敷均し後できるだけ速やかに、転圧を開始することが重要である。〇適当です。時間の経過が過ぎると乾燥し、コンクリートの締固めが困難になり品質が低下する可能性があります。,,C,１．設問の通りです。普通コンクリート版の施工では、コンクリートの敷均しは、鉄網を用いる場合は2層で、鉄網を用いない場合は1層で行います。２．設問の通りです。コンクリート舗装の初期養生は、コンクリート版の表面仕上げに引き続き行い、後期養生ができるまでの間、コンクリート表面の急激な乾燥を防止するために行います。３．不適当です。連続鉄筋コンクリート版の施工では、コンクリートの敷均しと締固めは1層で行います。2層に分けて行うと、コンクリートの付着が悪くなります。４．設問の通りです。転圧コンクリート版の施工では、コンクリートは、舗設面が乾燥しやすいので、敷均し後できるだけ速やかに、転圧を開始することが重,,published,2026-02-14T18:04:32
R2gakkaA-033,R2gakkaA,knowledge,3,躯体,基礎・杭工事,R2年度,,0,,,R2 学科A No.33,,"ダムの基礎処理に関する次の記述のうち,適当でないものはどれか。","ダムの基礎グラウチングとして施工されるステージ注入工法は,下位から上位のステージに向 かって施工する方法で,ほとんどのダムで採用されている。","重力式コンクリートダムのコンソリデーショングラウチングは,着岩部付近において,遮水性 の改良,基礎地盤弱部の補強を目的として行う。","グラウチングは,ルジオン値に応じた初期配合及び地盤の透水性状などを考慮した配合切替え 基準をあらかじめ定めておき,濃度の薄いものから濃いものへ順次切り替えつつ注入を行う。","カーテングラウチングの施工位置は,コンクリートダムの場合は上流フーチング又は堤内通廊 から,ロックフィルダムの場合は監査廊から行うのが一般的である。",,"不適当です。
ステージグラウチング工法は、ダムの基礎地盤を対象として、主に岩盤の亀裂をセメントミルクで充填する工法です。遮水性の改良と弱部を補強することを目的に行います。注入方式には、ステージ方式とパッカー方式があります。
ステージ方式は、注入孔の全長を5m程度の長さのステージに分割し、
上部ステージからボーリングとグラウチングを交互に行い順次深部に施工する方式です。
パッカー方式は、注入孔の全長を一度に削孔し、その後パッカーを使用しながら区間長5m程度のステージに分割し、
最深部のステージから順次上のステージに向かって注入する方式
です。
通常は、より確実な施工が可能なステージ方式を標準としています。",選択肢2. 重力式コンクリートダムのコンソリデーショングラウチングは、着岩部付近において、遮水性の改良、基礎地盤弱部の補強を目的として行う。〇適当です。設問のとおりです。コンソリデーショングラウチングは、基礎岩盤の強度向上や透水性低下に寄与します。,"設問の通りです。
グラウチングは、ルジオン値に応じた初期配合及び地盤の透水性状などを考慮した配合切替え基準をあらかじめ定めておき、濃度の薄いものから濃いものへ順次切り替えつつ注入を行います。
ルジオン値（Lu）とは、地盤が高い水圧の作用下にあるときの水の通しやすさを評価する指標です。通常、土木分野では水の通しやすさを
透水係数
で表しますが、ダムは高い水圧の下で使用されるので、ルジオン値という特殊な指標を使用します。",選択肢4. カーテングラウチングの施工位置は、コンクリートダムの場合は上流フーチング又は堤内通廊から、ロックフィルダムの場合は監査廊から行うのが一般的である。〇適当です。カーテングラウチングは、ダム基礎地盤の遮水性を高めるために行われます。設問のとおりコンクリートダムとロックフィルダムでは、施工位置が異なりますのでご注意下さい。,,A,１．不適当です。ステージグラウチング工法は、ダムの基礎地盤を対象として、主に岩盤の亀裂をセメントミルクで充填する工法です。遮水性の改良と弱部を補強することを目的に行います。注入方式には、ステージ方式とパッカー方式があります。ステージ方式は、注入孔の全長を5m程度の長さのステージに分割し、上部ステージからボーリングとグラウチングを交互に行い順次深部に施工する方式です。パッカー方式は、注入孔の全長を一度に削孔し、その後パッカーを使用しながら区間長5m程度のステージに分割し、最深部のステージから順次上のステージに向かって注入する方式です。通常は、より確実な施工が可能なステージ方式を標準としています。,,published,2026-02-14T18:04:32
R2gakkaA-034,R2gakkaA,knowledge,3,仕上げ,コンクリート工学,R2年度,,0,,,R2 学科A No.34,,"重力式コンクリートダムで各部位のダムコンクリートの配合区分と必要な品質に関する 次の記述のうち,適当なものはどれか。","構造用コンクリートは,水圧などの作用を自重で支える機能を持ち,所要の単位容積質量と強 度が要求され,大量施工を考慮して,発熱量が小さく,施工性に優れていることが必要である。","内部コンクリートは,所要の水密性,すりへり作用に対する抵抗性や凍結融解作用に対する抵 抗性が要求される。","着岩コンクリートは,岩盤との付着性及び不陸のある岩盤に対しても容易に打ち込めて一体性 を確保できることが要求される。","外部コンクリートは,鉄筋や埋設構造物との付着性,鉄筋や型枠などの狭あい部への施工性に 優れていることが必要である。",,選択肢1. 構造用コンクリートは、水圧などの作用を自重で支える機能を持ち、所要の単位容積質量と強度が要求され、大量施工を考慮して、発熱量が小さく、施工性に優れていることが必要である。×不適当です。設問は構造用コンクリートではなく、内部コンクリートについて述べています。よって誤りです。,"不適切です。
この内容は「外部コンクリート」を説明したものです。
外部 コンクリートは、基本的には内部コンクリートと同じ機能・目的を持ちますが、特に 止水性、耐久性（耐凍結融解性）が重要です。その他、型枠や埋設物があっても打込み性に優れていること、美しい外観に仕上がることなどが挙げらます。",選択肢3. 着岩コンクリートは、岩盤との付着性及び不陸のある岩盤に対しても容易に打ち込めて一体性を確保できることが要求される。〇適当です。着岩コンクリートは、ダム基礎岩盤とコンクリート構造物を一体化させるために用いられるコンクリートです。,選択肢4. 外部コンクリートは、鉄筋や埋設構造物との付着性、鉄筋や型枠などの狭あい部への施工性に優れていることが必要である。×不適当です。設問は外部コンクリートではなく、構造用コンクリートについて述べています。よって誤りです。,,C,１．不適切です。この内容は「内部コンクリート」を説明したものです。内部コンクリートは、水圧などの荷重を支える機能を持ちます。必要な性状として、所要の強度、弾性係数、ある程度の耐久性、止水性、均質な性状、 大量施工を考慮した打込み性に優れていることなどが挙げられます。重力式ダムの場合、単位容積重量が大きいことが望ましいです。２．不適切です。この内容は「外部コンクリート」を説明したものです。外部 コンクリートは、基本的には内部コンクリートと同じ機能・目的を持ちますが、特に 止水性、耐久性（耐凍結融解性）が重要です。その他、型枠や埋設物があっても打込み性に優れていること、美しい外観に仕上がることなど,,published,2026-02-14T18:04:32
R2gakkaA-035,R2gakkaA,knowledge,3,仕上げ,山岳トンネル,R2年度,,0,,,R2 学科A No.35,,"トンネルの山岳工法における掘削の施工に関する次の記述のうち,適当でないものはど れか。","全断面工法は,小断面のトンネルや地質が安定した地山で採用され,施工途中での地山条件の 変化に対する順応性が高い。","補助ベンチ付き全断面工法は,全断面工法では施工が困難となる地山において,ベンチを付け て切羽の安定をはかり,上半,下半の同時施工により掘削効率の向上をはかるものである。","側壁導坑先進工法は,側壁脚部の地盤支持力が不足する場合や,土被りが小さい土砂地山で地 表面沈下を抑制する必要のある場合などに適用される。","ベンチカット工法は,全断面では切羽が安定しない場合に有効であり,地山の良否に応じてベ ンチ長を決定する。",,選択肢1. 全断面工法は、小断面のトンネルや地質が安定した地山で採用され、施工途中での地山条件の変化に対する順応性が高い。×不適当です。全断面工法は、 施工途中での地山条件の変化に対する順応性は低いため、地山条件に注意しながら慎重な施工が求められます。,選択肢2. 補助ベンチ付き全断面工法は、全断面工法では施工が困難となる地山において、ベンチを付けて切羽の安定をはかり、上半、下半の同時施工により掘削効率の向上をはかるものである。〇適当です。設問の通りです。切羽の安定性を高め、掘削速度を向上させる効果があります。,選択肢3. 側壁導坑先進工法は、側壁脚部の地盤支持力が不足する場合や、土被りが小さい土砂地山で地表面沈下を抑制する必要のある場合などに適用される。〇適当です。設問のとおりです。これによって、地山の安定性を確保し地表面沈下を抑制する効果があります。,選択肢4. ベンチカット工法は、全断面では切羽が安定しない場合に有効であり、地山の良否に応じてベンチ長を決定する。〇適当です。設問のとおりです。これによって、切羽の安定性を高め、安全な掘削を可能にする工法です。,,A,１．適当ではありません。全断面工法は、小断面のトンネルや地質が安定した地山で採用されますが、施工途中での地山条件の変化に対する順応性が低いことが特徴です。２．設問の通りです。補助ベンチ付き全断面工法は、全断面工法では施工が困難となる地山において、ベンチを付けて切羽の安定をはかり、上半、下半の同時施工により掘削効率の向上をはかるものです。３． 設問の通りです。側壁導坑先進工法は、側壁脚部の地盤支持力が不足する場合や、土被りが小さい土砂地山で地表面沈下を抑制する必要のある場合などに適用されます。４．設問の通りです。ベンチカット工法は、全断面では切羽が安定しない場合に有効であり、地山の良否に応じてベ,,published,2026-02-14T18:04:32
R2gakkaA-036,R2gakkaA,knowledge,3,仕上げ,山岳トンネル,R2年度,,0,,,R2 学科A No.36,,"トンネルの山岳工法における覆工コンクリートの施工に関する次の記述のうち, 適当でないものはどれか。","覆工コンクリートの施工は,原則として,トンネル掘削後に地山の内空変位が収束したことを 確認した後に行う。","覆工コンクリートの打込みは,つま型枠を完全に密閉して,ブリーディング水や空気がもれな いようにして行う。","覆工コンクリートの締固めは,コンクリートのワーカビリティーが低下しないうちに,上層と 下層が一体となるように行う。","覆工コンクリートの型枠の取外しは,打込んだコンクリートが自重などに耐えられる強度に達 した後に行う。",,選択肢1. 覆工コンクリートの施工は、原則として、トンネル掘削後に地山の内空変位が収束したことを確認した後に行う。〇適当です。設問のとおりです。これは、覆工コンクリートに過度な力が作用するのを防ぐためです。,選択肢2. 覆工コンクリートの打込みは、つま型枠を完全に密閉して、ブリーディング水や空気がもれないようにして行う。×不適当です。ブリーディング水や空気は、コンクリートの品質を低下させる原因となるため、適切に排出する必要があります。,選択肢3. 覆工コンクリートの締固めは、コンクリートのワーカビリティーが低下しないうちに、上層と下層が一体となるように行う。〇適当です。設問の通りです。これにより、コンクリートの強度と耐久性を確保することができます。,選択肢4. 覆工コンクリートの型枠の取外しは、打込んだコンクリートが自重などに耐えられる強度に達した後に行う。〇適当です。設問のとおりです。これにより、コンクリートの損傷を防ぎ安全な施工を確保することができます。,,B,１．設問の通りです。 覆工コンクリートの施工は、原則として、トンネル掘削後に地山の内空変位が収束したことを確認した後に行います。 ２．不適当です。 つま部はブリーディングが集中しやすく、ブリーディングを排出せずにコンクリートを打設すると品質が低下する可能性があるため、ブリーディングを適切に排出する必要があります。 ３．設問の通りです。 覆工コンクリートの締固めは、コンクリートのワーカビリティーが低下しないうちに、上層と下層が一体となるように行います。 ４．設問の通りです。 覆工コンクリートの型枠の取外しは、打込んだコンクリートが自重などに耐えられる強度に達した後に行います。,,published,2026-02-14T18:04:32
R2gakkaA-037,R2gakkaA,knowledge,3,仕上げ,海岸,R2年度,,0,,,R2 学科A No.37,,"海岸の潜堤・人工リーフの機能や特徴に関する次の記述のうち,適当でないものはどれ か。","離岸堤に比較して,反射波が小さく,堤体背後の堆砂機能が大きい。","天端が海面下であり,構造物が見えないことから景観を損なわないが,船舶の航行,漁船の操 業などの安全に配慮しなければならない。","捨石などの材料を用いた没水構造物で,波浪の静穏化,沿岸漂砂の制御機能を有する。","天端水深,天端幅により堤体背後への透過波が変化し,小さな波浪はほとんど透過し,大きな 波浪を選択的に減衰させる。",,選択肢1. 離岸堤に比較して、反射波が小さく、堤体背後の堆砂機能が大きい。不適当です。離岸堤は、沖合いに海岸線と平行に作られる構造物で、波を消す機能、または波の勢いを弱める機能で陸上部への 波の侵入を食い止める効果があります。また海岸の砂が波で沖にとられるのを防ぎ、背後に砂をためる効果があります。 これを堆砂機能といいます。上述したように、潜堤・人工リーフは離岸堤に比較して、反射波を小さくする効果がありますが、堤体背後の堆砂機能は離岸堤の方が大きいです。,選択肢2. 天端が海面下であり、構造物が見えないことから景観を損なわないが、船舶の航行、漁船の操業などの安全に配慮しなければならない。設問の通りです。天端が海面下であり、構造物が見えないことから景観を損ないませんが、船舶の航行、漁船の操業などの安全に配慮しなければなりません。,選択肢3. 捨石などの材料を用いた没水構造物で、波浪の静穏化、沿岸漂砂の制御機能を有する。設問の通りです。捨石などの材料を用いた没水構造物で、波浪の静穏化、沿岸漂砂の制御機能を有します。,選択肢4. 天端水深、天端幅により堤体背後への透過波が変化し、小さな波浪はほとんど透過し、大きな波浪を選択的に減衰させる。設問の通りです。天端水深、天端幅により堤体背後への透過波が変化し、小さな波浪はほとんど透過し、大きな波浪を選択的に減衰させます。,,A,潜堤（せんてい）とは堤体が水面下に没した消波構造物であり、潜堤のうち、天端水深を深く、天端幅を広くしたものを人工リーフといいます。潜堤・人工リーフ は、自然のサンゴ礁を真似た構造物で、海岸付近に幅広い浅瀬をつくる ものです。波は水深が浅くなると砕けてその勢いを失うことから、潜堤 ・人工リーフによってつくられた浅瀬により沖のほうで波が砕けるので波の小さい海域をつくることができます。,,published,2026-02-14T18:04:32
R2gakkaA-038,R2gakkaA,knowledge,3,仕上げ,海岸,R2年度,,0,,,R2 学科A No.38,,"海岸堤防の施工に関する次の記述のうち,適当でないものはどれか。","海上工事となる場合は,波浪,潮汐,潮流の影響を強く受け,作業時間が制限される場合もあ るので,現場の施工条件に対する配慮が重要である。","強度の低い地盤に堤防を施工せざるを得ない場合には,必要に応じて押え盛土,地盤改良など を考慮する。","堤体の盛土材料には,原則として粘土を含まない粒径のそろった砂質又は砂礫質のものを用 い,適当な含水量の状態で,各層,全面にわたり均等に締め固める。","堤体の裏法勾配は,堤体の安全性を考慮して定め,堤防の直高が大きい場合には,法面が長く なるため,小段を配置する。",,選択肢1. 海上工事となる場合は、波浪、潮汐、潮流の影響を強く受け、作業時間が制限される場合もあるので、現場の施工条件に対する配慮が重要である。〇適当です。現場の施工条件を十分に把握し、適切な対策を講じることが重要です。,選択肢2. 強度の低い地盤に堤防を施工せざるを得ない場合には、必要に応じて押え盛土、地盤改良などを考慮する。〇適当です。強度の低い地盤に堤防を施工する場合、地盤沈下や堤体崩壊の恐れがあるため、現場条件に応じて抑え盛土や地盤改良を考慮します。,選択肢3. 堤体の盛土材料には、原則として粘土を含まない粒径のそろった砂質又は砂礫質のものを用い、適当な含水量の状態で、各層、全面にわたり均等に締め固める。×不適当です。粒径が均一な砂質土は、地震時に液状化する可能性があるため注意が必要です。よって誤りです。,選択肢4. 堤体の裏法勾配は、堤体の安全性を考慮して定め、堤防の直高が大きい場合には、法面が長くなるため、小段を配置する。〇適当です。設問のとおり、堤防の直高が大きい場合には小段を配置します。,,C,１．設問の通りです。海上工事となる場合は、波浪、潮汐、潮流の影響を強く受け、作業時間が制限される場合もあるので、現場の施工条件に対する配慮が重要です。２．設問の通りです。強度の低い地盤に堤防を施工せざるを得ない場合には、必要に応じて押え盛土、地盤改良などを考慮します。３．不適当です。堤体の盛土材料に粘土を含まない粒径のそろった砂質又は砂礫質のものを用いると締固が十分にできなくなります。盛土材料には粘土質を多少含んだ砂質または砂礫材料を用います。この際、粒径が適切に分布するような盛土材料を選ぶ必要があります。粒径の分布は粒径加積曲線というもので確認できます。４．設問の通りです。堤体の裏法勾配は、,,published,2026-02-14T18:04:32
R2gakkaA-039,R2gakkaA,knowledge,3,仕上げ,特殊基礎,R2年度,,0,,,R2 学科A No.39,,"ケーソンの施工に関する次の記述のうち,適当でないものはどれか。","ケーソンの曳航作業は,ほとんどの場合が据付け,中詰,ふたコンクリートなどの連続した作 業工程となるため,気象,海象状況を十分に検討して実施する。","ケーソンに大廻しワイヤを回して回航する場合には,原則として二重回しとし,その取付け位 置はケーソンの吃水線以下で,できれば浮心付近の高さに取り付ける。","ケーソン据付け時の注水方法は,気象,海象の変わりやすい海上の作業を手際よく進めるため に,できる限り短時間で,かつ,各隔室に平均的に注水する。","ケーソンの据付けは,ケーソンを所定の位置上まで曳航した後,注水を開始したら据付けまで 中断することなく一気に注水し,着底させる。",,選択肢1. ケーソンの曳航作業は、ほとんどの場合が据付け、中詰、ふたコンクリートなどの連続した作業工程となるため、気象、海象状況を十分に検討して実施する。〇適当です。設問のとおりです。天候の急変や波浪、潮流などによる危険が伴うため慎重な計画が求められます。,選択肢2. ケーソンに大廻しワイヤを回して回航する場合には、原則として二重回しとし、その取付け位置はケーソンの吃水線以下で、できれば浮心付近の高さに取り付ける。〇適当です。設問のとおりです。,選択肢3. ケーソン据付け時の注水方法は、気象、海象の変わりやすい海上の作業を手際よく進めるために、できる限り短時間で、かつ、各隔室に平均的に注水する。〇適当です。注水が遅れたり、不均一な注水を行うと、ケーソンが傾いたり位置がずれたりする可能性があります。,選択肢4. ケーソンの据付けは、ケーソンを所定の位置上まで曳航した後、注水を開始したら据付けまで中断することなく一気に注水し、着底させる。×不適当です。注水はケーソンのバランスを取りながら注水しなければなりません。開始から一気に注水することはありません。,,D,１．設問の通りです。ケーソンの曳航作業は、ほとんどの場合が据付け、中詰、ふたコンクリートなどの連続した作業工程となるため、気象、海象状況を十分に検討して実施する必要があります。２．設問の通りです。ケーソンに大廻しワイヤを回して回航する場合には、原則として二重回しとし、その取付け位置はケーソンの吃水線以下で、できれば浮心付近の高さに取り付けなければなりません。３．設問の通りです。ケーソン据付け時の注水方法は、気象、海象の変わりやすい海上の作業を手際よく進めるために、できる限り短時間で、かつ、各隔室に平均的に注水します。４．適当ではありません。ケーソンの据付けは、ケーソンを所定の位置上まで曳航した,,published,2026-02-14T18:04:32
