qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R1gakkaA-011,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.11,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-011.png,"コンクリートの養生に関する次の記述のうち,適当なものはどれか。","膨張材を用いた収縮補償用コンクリートは,乾燥収縮ひび割れが発生しにくいので,一般的に 早強ポルトランドセメントを用いたコンクリートと比べて湿潤養生期間を短縮することができ る。","高流動コンクリートは,ブリーディングが通常のコンクリートに比べて少なく保水性に優れる ため,打込み表面をシートや養生マットで覆わなくてもプラスティック収縮ひび割れは防止で きる。","マスコンクリート部材では,型枠脱型時に十分な散水を行い,コンクリート表面の温度をでき るだけ早く下げるのがよい。","寒中コンクリートにおいて設定する養生温度は,部材断面が薄い場合には,初期凍害防止の観 点から,標準の養生温度よりも高く設定しておくのがよい。",,,,,,,D,,,published,2026-02-14T18:04:32
R1gakkaA-012,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.12,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-012.png,"道路橋で用いられる基礎形式の種類とその特徴に関する次の記述のうち, 適当でないものはどれか。","直接基礎は,一般に支持層位置が浅い場合に用いられ,側面摩擦によって鉛直荷重を分担支持 することは期待できないため,その安定性は基礎底面の鉛直支持力に依存している。","杭基礎は,摩擦杭基礎として採用されることもあるが支持杭基礎とするのが基本であり,杭先 端の支持層への根入れ深さは,少なくとも杭径程度以上を確保するのが望ましい。","鋼管矢板基礎は,主に井筒部の周面抵抗を地盤に期待する構造体であり,鉛直荷重は基礎外周 面と内周面の鉛直せん断地盤反力のみで抵抗させることを原則とする。","ケーソン基礎は,沈設時に基礎周面の摩擦抵抗を低減する措置がとられるため,鉛直荷重に対 しては周面摩擦による分担支持を期待せず基礎底面のみで支持することを原則とする。",,,,,,,C,,,published,2026-02-14T18:04:32
R1gakkaA-013,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.13,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-013.png,"既製杭の施工に関する次の記述のうち,適当でないものはどれか。","中掘り杭工法の最終打撃方式は,ある深さまで中掘り沈設した杭を打撃によって所定の深さま で打ち込むが,支持層上面から杭径の倍程度以上を残して中掘りから打込みへ切替えるのが よい。","プレボーリング杭工法のソイルセメント柱は,あらかじめ掘削・泥土化した掘削孔内の孔底か ら杭頭部まで杭周固定液を注入し,液面が沈降した場合には適切に補充しながら造成を行う。","プレボーリング杭工法の掘削は,掘削孔に傾斜や曲がり及び崩壊が生じないよう注意して行 い,掘削孔が崩壊するような場合はベントナイトなどを添加した掘削液を使用するのがよい。","中掘り杭工法のセメントミルク噴出攪拌方式は,沈設中に杭径以上の拡大掘りやm 以上の 先掘りを行ってはならないが,根固部においては所定の形状となるよう先掘り,拡大掘りを行 う。",,,,,,,B,,,published,2026-02-14T18:04:32
R1gakkaA-014,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.14,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-014.png,"場所打ち杭の鉄筋かごの施工に関する次の記述のうち,適当でないものはどれか。","鉄筋かごの組立ては,鉄筋かごが変形しないよう,組立用補強材を溶接によって軸方向鉄筋や 帯鉄筋に堅固に取り付ける。","鉄筋かごの組立ては,特殊金物などを用いた工法やなまし鉄線を用いて,鋼材や補強鉄筋を配 置して堅固となるように行う。","鉄筋かごの組立ては,自重で孔底に貫入するのを防ぐため,井げた状に組んだ鉄筋を最下端に 配置するのが一般的である。","鉄筋かごの組立ては,一般に鉄筋かごの径が大きくなるほど変形しやすくなるので,組立用補 強材は剛性の大きいものを使用する。",,,,,,,A,,,published,2026-02-14T18:04:32
R1gakkaA-015,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.15,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-015.png,"道路橋の直接基礎の施工に関する次の記述のうち,適当でないものはどれか。","直接基礎の底面は,支持地盤に密着させることで,滑動抵抗を十分に期待できるように処理し なければならない。","基礎地盤が砂地盤の場合は,基礎底面地盤を整地し,その上に栗石や砕石を配置するのが一般 的である。","基礎地盤が岩盤の場合は,均しコンクリートと地盤が十分にかみ合うよう,基礎底面地盤には ある程度の不陸を残し,平滑な面としないように配慮する。","岩盤を切り込んで直接基礎を施工する場合は,水平抵抗を期待するためには,掘削したずりで 埋め戻さなければならない。 ※ 問題番号No.16 〜No.49までの34問題のうちから10問題を選択し解答してください。",,,,,,,D,,,published,2026-02-14T18:04:32
R1gakkaA-016,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.16,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-016.png,"鋼道路橋の架設上の留意事項に関する次の記述のうち,適当でないものはどれか。","曲線桁橋は,架設中の各段階において,ねじれ,傾き及び転倒などのないように重心位置を把 握し,ベントなどの反力を検討する。","I 形断面の鋼桁橋は,水平曲げ剛度,ねじり剛度が低いため,桁を本のみで仮置きやつり上 げをする場合には,横倒れ座屈に注意する。","箱形断面の桁は,重量が重くつりにくいので,つり状態における安全性を確認するため,つり 金具や補強材は一般に現場で取り付ける。","斜橋は,たわみや主桁の傾きなどは架設中の各段階について算定し,架設中の桁のそりの管理 を行う。",,,,,,,C,,,published,2026-02-14T18:04:32
R1gakkaA-017,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.17,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-017.png,"鋼道路橋における溶接施工上の留意事項に関する次の記述のうち,適当でないものはど れか。","組立溶接は,本溶接と同様の管理が必要ない仮付け溶接のため,組立溶接終了後ただちに本溶 接を施工しなければならない。","開先溶接及び主桁のフランジと腹板のすみ肉溶接は,原則としてエンドタブを取り付け,溶接 の始端及び終端が溶接する部材上に入らないようにしなければならない。","溶接を行う部分は,溶接に有害な黒皮,さび,塗料,油などは除去したうえで,溶接線近傍は 十分に乾燥させなければならない。","開先形状は,完全溶込み開先溶接からすみ肉溶接に変化するなど溶接線内で開先形状が変化す る場合,遷移区間を設けなければならない。",,,,,,,A,,,published,2026-02-14T18:04:32
R1gakkaA-018,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.18,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-018.png,"鋼道路橋における高力ボルトの締付け作業に関する次の記述のうち,適当なものはどれ か。","曲げモーメントを主として受ける部材のフランジ部と腹板部とで,溶接と高力ボルト摩擦接合 をそれぞれ用いるような場合には,高力ボルトの締付け完了後に溶接する。","トルシア形高力ボルトの締付けは,予備締めには電動インパクトレンチを使用してもよいが, 本締めには専用締付け機を使用する。","高力ボルトの締付けは,継手の外側のボルトから順次中央のボルトに向かって行い,度締め を行うものとする。","高力ボルトの締付けをトルク法によって行う場合には,軸力の導入は,ボルト頭を回して行う のを原則とし,やむを得ずナットを回す場合にはトルク計数値の変化を確認する。",,,,,,,B,,,published,2026-02-14T18:04:32
R1gakkaA-019,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.19,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-019.png,"コンクリートのアルカリシリカ反応の抑制対策に関する次の記述のうち,適当なものは どれか。","JIS R 5211高炉セメントに適合する高炉セメントB 種の使用は,アルカリシリカ反応抑 制効果が認められない。","鉄筋腐食を防止する観点からも,単位セメント量を増やしてコンクリートに含まれるアルカリ 総量をできるだけ多くすることが望ましい。","アルカリシリカ反応では,有害な骨材を無害な骨材と混合した場合,コンクリートの膨張量 は,有害な骨材を単独で用いるよりも小さくなることがある。","海洋環境や凍結防止剤の影響を受ける地域で,無害でないと判定された骨材を用いる場合は, 外部からのアルカリ金属イオンや水分の侵入を抑制する対策を行うのが効果的である。",,,,,,,D,,,published,2026-02-14T18:04:32
R1gakkaA-020,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.20,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-020.png,"コンクリート構造物の補修対策に関する次の記述のうち,適当なものはどれか。","シラン系表面含浸材を用いた表面含浸工法を適用すると,コンクリートの細孔を塞ぐため,コ ンクリートの吸水性を低下させるとともに,コンクリート内部からの水蒸気透過も防止する。","吹付け工法による断面修復工法は,型枠の設置が不要であり断面修復面積が比較的大きい部位 に適している。","塩害に起因して鉄筋の腐食による顕著なさび汁やかぶりコンクリートのはく離が発生したコン クリート構造物に対しては,有機系被覆材による表面被覆工法だけを施せばよい。","電気防食工法は,コンクリート中の塩化物イオンを除去する目的で適用する電気化学的補修工 法である。",,,,,,,B,,,published,2026-02-14T18:04:32
R1gakkaA-021,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.21,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-021.png,"河川の掘削工事に関する次の記述のうち,適当でないものはどれか。","河道内の掘削工事では,掘削深さが河川水位より低い場合や地下水位が高い場合,数層に分け て掘削するなど,土質や水位条件などを総合的に検討して掘削方法を決める必要がある。","河道内の掘削工事では,出水時に掘削機械が迅速に安全な場所に退避できるように,あらかじ め退避場所を設けておく必要がある。","低水路部の一連区間の掘削では,流水が乱流を起こして部分的に深掘れなどの影響が生じない よう,原則として上流から下流に向かって掘削する。","低水路の掘削土を築堤土に利用する場合は,地下水位や河川水位を低下させるための瀬替えや 仮締切り,排水溝を設けた釜場での排水などにより含水比の低下をはかる。",,,,,,,C,,,published,2026-02-14T18:04:32
R1gakkaA-022,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.22,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-022.png,"河川護岸前面に設置する根固工に関する次の記述のうち,適当なものはどれか。","根固工は,流体力に耐える重量であり,護岸基礎前面の河床の洗掘を生じさせない敷設量と し,耐久性が大きく,河床変化に追随できる屈とう性構造とする。","根固工の敷設天端高は,平均河床高と同じ高さとすることを基本とし,根固工と法覆工との間 に間げきを生じる場合には,適当な間詰工を施すものとする。","根固工のブロック重量は,平均流速及び流石などに抵抗できる重さを有する必要があることか ら,現場付近の河床にある転石類の平均重量以上とする。","根固工に用いる異形コンクリートブロックの乱積みは,河床整正を行って積み上げるので,水 深が深くなると層積みと比較して施工は困難になる。",,,,,,,A,,,published,2026-02-14T18:04:32
R1gakkaA-023,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.23,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-023.png,"河川の柔構造樋門の施工に関する次の記述のうち,適当でないものはどれか。","キャンバー盛土の施工は,キャンバー盛土下端付近まで掘削し,新たに適切な盛土材を用いて 盛土することが望ましい。","樋門本体の不同沈下対策としての可とう性継手は,樋門の構造形式や地盤の残留沈下を考慮 し,できるだけ土圧の大きい堤体中央部に設ける。","堤防開削による床付け面は,荷重の除去にともなって緩むことが多く,乱さないで施工すると ともに転圧によって締め固めることが望ましい。","基礎地盤の沈下により函体底版下に空洞が発生した場合は,その対策としてグラウトが有効で あることから,底版にグラウトホールを設置する。",,,,,,,B,,,published,2026-02-14T18:04:32
R1gakkaA-024,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.24,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-024.png,"砂防えん堤の施工に関する次の記述のうち,適当でないものはどれか。","岩盤にコンクリートを打ち込む場合は,基礎掘削によって緩められた岩盤を取り除き岩屑や泥 を十分洗い出し,たまり水をふき取る作業が必要である。","砂礫の上にコンクリートを打ち込む場合は,転石などの泥を洗浄し,基礎面は十分水切りを 行って泥濘によるコンクリート汚染が起こらないようにしなければならない。","砂防えん堤の上下流の岩盤余掘部をコンクリートで充てんするための間詰めは,風化していな い岩盤までコンクリートを打ち上げる。","コンクリートの打継ぎ面は,砂防えん堤の堤体の一体化をはかるため,コンクリート打込み時 には乾燥した状態でなければならない。",,,,,,,D,,,published,2026-02-14T18:04:32
R1gakkaA-025,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.25,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-025.png,"渓流保全工の各構造に関する次の記述のうち,適当なものはどれか。","床固め工は,コンクリートを打ち込むことにより構築される場合が多いが,地すべり地などの ように柔軟性の必要なところでは,枠工や蛇かごによる床固め工が設置される。","帯工は,渓床の固定をはかるために設置されるものであり,天端高と計画河床高の差を考慮し て落差を設ける。","護岸工は,渓岸の侵食・崩壊を防止するために設置されるものであり,床固め工の袖部を保護 する目的では設置しない。","水制工は,荒廃渓流に設置される場合,水制頭部が流水及び転石の衝撃を受けることから,堅 固な構造とするが,頭部を渓床の中に深くは設置しない。",,,,,,,A,,,published,2026-02-14T18:04:32
R1gakkaA-026,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.26,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-026.png,"急傾斜地崩壊防止工の施工に関する次の記述のうち,適当でないものはどれか。","急傾斜地崩壊防止を目的とした切土工を施工する場合は,切土の斜面表層の侵食防止・風化防 止のため,法面保護工を施工する。","重力式コンクリート擁壁を施工する際には,擁壁背面の水を排除するために水抜き孔を水平に 設置する。","張り工は,土圧に対抗するものではないので,土圧を考慮していないが,湧水の多い箇所では 背面に水圧が生じないように排水対策を十分に実施する。","排水工のうち縦排水路を施工する際には,水路から溢れた流水などによる水路両側の洗掘を防 止するために,側面に勾配をつけ,コンクリート張りや石張りを設置する。",,,,,,,B,,,published,2026-02-14T18:04:32
R1gakkaA-027,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.27,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-027.png,"道路のアスファルト舗装における路床に関する次の記述のうち,適当でないものはどれ か。","凍上抑制層は,凍結深さから求めた必要な置換え深さと舗装の厚さを比較し,置換え深さが大 きい場合に,路盤の下にその厚さの差だけ凍上の生じにくい材料で置き換えたものである。","切土路床は,表面から30 cm 程度以内に木根,転石などの路床の均一性を損なうものがある 場合はこれらを取り除いて仕上げる。","安定処理材料は,路床土とセメントや石灰などの安定材を混合し路床の支持力を改善する場合 に用いられ,一般に粘性土に対してはセメントが適している。","安定処理工法は,現状路床土と安定材を混合し構築路床を築造する工法で,現状路床土の有効 利用を目的とする場合はCBR が未満の軟弱土に適用される。",,,,,,,C,,,published,2026-02-14T18:04:32
R1gakkaA-028,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.28,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-028.png,"道路のアスファルト舗装における路盤の施工に関する次の記述のうち,適当でないもの はどれか。","上層路盤の安定処理に用いる骨材の最大粒径は,60 mm 以下でかつ層の仕上り厚の/以 下がよい。","下層路盤の粒状路盤工法では,締固め前に降雨などにより路盤材料が著しく水を含み締固めが 困難な場合には,晴天を待って曝気乾燥を行う。","下層路盤の粒状路盤の施工にあたっては,層の仕上り厚さは20 cm 以下を標準とし,敷均 しは一般にモータグレーダで行う。","上層路盤にセメントや石灰による安定処理を施工する場合には,施工終了後,アスファルト乳 剤などでプライムコートを施すとよい。",,,,,,,A,,,published,2026-02-14T18:04:32
R1gakkaA-029,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.29,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-029.png,"道路のアスファルト舗装における加熱アスファルト混合物の施工に関する次の記述のう ち,適当でないものはどれか。","初転圧の転圧温度は,一般に110〜140 °Cで,ヘアクラックの生じない限りできるだけ高い温 度とする。","ホットジョイントの場合は,縦継目側の 〜10 cm 幅を転圧しないでおいて,この部分を後続 の混合物と同時に締め固める。","敷均し作業中に雨が降りはじめた場合には,敷均し作業を中止するとともに,敷き均した混合 物を速やかに締め固めて仕上げる。","各層の継目位置は,既設舗装の補修・拡幅などの場合を除いて,下層の継目の上に上層の継目 を重ねるようにする。",,,,,,,D,,,published,2026-02-14T18:04:32
R1gakkaA-030,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.30,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-030.png,"道路のアスファルト舗装における補修工法に関する次の記述のうち,適当なものはどれ か。","表面処理工法は,一般に流動によるわだち掘れや線状に発生したひび割れが著しい箇所の補修 に用いられる工法である。","路上表層再生工法は,既設アスファルト混合物層を路上破砕混合機などで破砕すると同時に, セメントなどの添加材料を加え,路盤を構築する工法である。","薄層オーバーレイ工法は,予防的維持工法として用いられることもあり,既設舗装の上に薄層 で加熱アスファルト混合物を舗設する工法である。","線状打換え工法は,主として摩耗などによってすり減った部分を補うことを目的として,既設 舗装のわだち掘れ部のみを加熱アスファルト混合物で舗設する工法である。",,,,,,,C,,,published,2026-02-14T18:04:32
R1gakkaA-031,R1gakkaA,knowledge,3,,,,,0,,,R1 学科A No.31,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaA-031.png,"道路の排水性舗装に使用するポーラスアスファルト混合物の施工に関する次の記述のう ち,適当でないものはどれか。","橋面上に適用する場合は,目地部や構造物との接合部から雨水が浸透すると,舗装及び床版の 強度低下が懸念されるため,排水処理に関しては特に配慮が必要である。","ポーラスアスファルト混合物は,粗骨材が多いのですりつけが難しく,骨材も飛散しやすいの で,すりつけ最小厚さは粗骨材の最大粒径以上とする。","締固めは,ロードローラ,タイヤローラなどを用いるが,振動ローラを無振で使用してロード ローラの代替機械とすることもある。","タックコートは,下層の防水処理としての役割も期待されており,原則としてアスファルト乳 剤(PK 挨)を使用する。",,,,,,,D,,,published,2026-02-14T18:04:32
